Entity,Code,Year,Below $3 a day,$3-$10 a day,$10-$30 a day,Above $30 a day
Sweden,SWE,2021,67023,108524,1125628,9114636
Sweden,SWE,2022,133341,78902,1161890,9112808
Sweden,SWE,2023,88292,91892,1195650,9160798
Switzerland,CHE,1982,44573,18782,447938,5880016
Switzerland,CHE,1992,49913,52277,498149,6275025
Switzerland,CHE,2000,17306,32025,560835,6574084
Switzerland,CHE,2002,0,35920,491725,6757108
Switzerland,CHE,2004,17650,34950,501032,6835993
Switzerland,CHE,2006,5694,43575,601209,6833456
Switzerland,CHE,2007,5353,50796,569150,6925818
Switzerland,CHE,2008,5992,40232,534411,7067040
Switzerland,CHE,2009,2947,37628,477540,7225716
Switzerland,CHE,2010,5575,39043,497442,7282849
Switzerland,CHE,2011,832,21005,478994,7411567
Switzerland,CHE,2012,717,9240,393306,7593598
Switzerland,CHE,2013,3412,9690,438473,7637771
Switzerland,CHE,2014,2683,8715,483717,7693534
Switzerland,CHE,2015,2530,4726,457449,7817691
Switzerland,CHE,2016,3761,13788,518519,7837270
Switzerland,CHE,2017,1845,18101,478350,7953544
Switzerland,CHE,2018,3002,14239,591571,7905517
Switzerland,CHE,2019,1491,34216,550349,7989224
Switzerland,CHE,2020,6092,55202,479638,8097235
Switzerland,CHE,2021,3320,10809,507823,8182594
Switzerland,CHE,2022,18317,10109,564727,8183935
Syria,SYR,1996,177836,8286347,6250662,602837
Syria,SYR,2003,83303,7568476,9006269,1455038
Syria,SYR,2006,0,8571074,10054918,2046126
Syria,SYR,2009,0,9274061,10662565,2040342
Syria,SYR,2022,3699589,17208805,1553778,0
Taiwan,TWN,1981,42872,3381656,12621800,1983654
Taiwan,TWN,1986,0,1212433,13927762,4271259
Taiwan,TWN,1991,0,101616,8098750,12303202
Taiwan,TWN,1995,106037,265727,5951305,14934971
Taiwan,TWN,1997,0,107470,5560974,15931708
Taiwan,TWN,2000,0,55193,4877835,17239500
Taiwan,TWN,2005,0,109826,5398351,17214383
Taiwan,TWN,2007,0,114195,6183455,16604246
Taiwan,TWN,2010,55765,290678,7345885,15446052
Taiwan,TWN,2013,58177,232029,7003819,16050187
Taiwan,TWN,2016,0,117191,5936052,17455119
Taiwan,TWN,2017,0,175624,5417360,17959486
Taiwan,TWN,2018,0,175973,5363829,18034472
Taiwan,TWN,2019,0,176762,4895216,18519054
Taiwan,TWN,2020,0,116461,4304416,19162947
Taiwan,TWN,2021,0,117243,4462719,18907546
Tajikistan,TJK,1999,4931684,1263424,13262,0
Tajikistan,TJK,2003,3729418,2801439,127510,208
Tajikistan,TJK,2004,2523102,3927304,334043,6098
Tajikistan,TJK,2007,1740400,5067543,358771,27763
Tajikistan,TJK,2009,1176542,5479275,814743,19670
Tajikistan,TJK,2015,1152246,6014770,1418053,58771
Tajikistan,TJK,2021,903714,6692739,2309003,61452
Tajikistan,TJK,2022,901415,6175294,2896460,209053
Tajikistan,TJK,2023,757549,6181626,3249871,200753
Tajikistan,TJK,2024,649599,6429548,3328431,183349
Tanzania,TZA,1991,20129508,6991769,279014,3125
Tanzania,TZA,2000,30054013,4387746,125129,2844
Tanzania,TZA,2007,25638296,14373393,1326964,96859
Tanzania,TZA,2011,24253716,20651630,2024844,134746
Tanzania,TZA,2018,29418882,24647502,2960867,267153
Thailand,THA,1981,14438049,24821205,6483825,832777
Thailand,THA,1988,14146590,30307084,7530158,985764
Thailand,THA,1990,11523333,32373921,9475886,1365188
Thailand,THA,1992,9165998,32853784,12127285,2381765
Thailand,THA,1994,5389121,36088605,14617751,2165379
Thailand,THA,1996,3849753,36495631,17011483,2563197
Thailand,THA,1998,3517220,36799515,18588056,2617841
Thailand,THA,1999,5183673,37939904,16574310,2601157
Thailand,THA,2000,5313047,38275208,16938185,2481376
Thailand,THA,2002,2993863,37484591,20698265,3089717
Thailand,THA,2004,2024490,35294307,24053531,4079720
Thailand,THA,2006,1477142,31422575,28108988,5558983
Thailand,THA,2007,861372,31384004,29552584,5304432
Thailand,THA,2008,670489,30069592,30777552,6102199
Thailand,THA,2009,535168,28510264,32653083,6422565
Thailand,THA,2010,485965,27396556,33664900,7032027
Thailand,THA,2011,209165,25379462,36778830,6639751
Thailand,THA,2012,269296,24383541,36165973,8617286
Thailand,THA,2013,148501,22932832,37821001,8942778
Thailand,THA,2014,160669,22014810,39197507,8843382
Thailand,THA,2015,93030,19211845,42035030,9200887
Thailand,THA,2016,97672,19994827,41181273,9586068
Thailand,THA,2017,71236,19419676,41680677,9988595
Thailand,THA,2018,75970,20167022,41205942,9927146
Thailand,THA,2019,96293,18495488,43464295,9466196
Thailand,THA,2020,45165,17773871,43370616,10451836
Thailand,THA,2021,20515,17086936,44112726,10507151
Thailand,THA,2022,14540,13060968,45584302,13075518
Thailand,THA,2023,3472,13449524,46515638,11733798
Togo,TGO,2006,4040518,1771729,194495,3926
Togo,TGO,2011,4510424,2127993,267235,10822
Togo,TGO,2015,4710228,2693094,249270,10603
Togo,TGO,2018,2931801,4439855,912576,62390
Togo,TGO,2021,3101591,5108220,758911,42813
Tonga,TON,2000,4718,47036,45860,5521
Tonga,TON,2009,3902,55960,42611,4730
Tonga,TON,2015,4233,69885,29834,2143
Tonga,TON,2021,431,42585,59987,2487
Trinidad and Tobago,TTO,1988,7208,324935,620422,277504
Trinidad and Tobago,TTO,1992,41177,460435,637299,132763
Tunisia,TUN,1985,1601058,4334571,1321852,152422
Tunisia,TUN,1990,1356479,4935518,1857115,175397
Tunisia,TUN,1995,1590120,5271662,2071727,227749
Tunisia,TUN,2000,1026490,5558787,2841010,338648
Tunisia,TUN,2005,606908,5580977,3696557,401949
Tunisia,TUN,2010,338400,4601242,5059622,815939
Tunisia,TUN,2015,75342,3948356,6643468,788190
Tunisia,TUN,2021,78910,3717666,7374587,893723
Turkey,TUR,1987,4763857,30708515,15529698,1841602
Turkey,TUR,1994,6034601,33014407,18692135,2292693
Turkey,TUR,2002,5113752,36020616,22850817,3063611
Turkey,TUR,2003,6795651,36815998,21169126,3050953
Turkey,TUR,2004,4516098,30228593,29203442,4644483
Turkey,TUR,2005,4535608,29144601,30332300,5317051
Turkey,TUR,2006,3379596,28401742,32977526,5286488
Turkey,TUR,2007,2783434,26167055,35166446,6041177
Turkey,TUR,2008,2323512,23221398,38214942,7291828
Turkey,TUR,2009,2145313,24433023,37726824,7734048
Turkey,TUR,2010,2058100,23921796,39503011,7659245
Turkey,TUR,2011,1481880,22793715,40049894,9898143
Turkey,TUR,2012,1279614,21883040,41138702,10874468
Turkey,TUR,2013,1156201,21200099,41981673,11809651
Turkey,TUR,2014,785837,21219884,42018561,13157606
Turkey,TUR,2015,1042505,22211827,42245881,12718267
Turkey,TUR,2016,710398,20898860,42682062,14986640
Turkey,TUR,2017,903804,18254313,43798830,17355749
Turkey,TUR,2018,810846,17125561,44526814,18943979
Turkey,TUR,2019,1054772,17536290,44452117,19536261
Turkey,TUR,2020,951497,17053357,44926618,20453208
Turkey,TUR,2021,795167,15503464,45123307,22725382
Turkey,TUR,2022,450036,13715404,45817338,24997134
Turkmenistan,TKM,1998,1547023,2404905,433850,24729
Tuvalu,TUV,2010,954,6830,2505,325
Uganda,UGA,1989,12378685,4210318,415741,5954
Uganda,UGA,1992,15128268,3492724,281084,34786
Uganda,UGA,1996,16774894,4275851,291743,13962
Uganda,UGA,1999,19076407,4175286,389185,24980
Uganda,UGA,2002,20294353,4934483,531119,67847
Uganda,UGA,2005,20444911,7002160,724827,65526
Uganda,UGA,2009,20226027,10086995,1340026,173964
Uganda,UGA,2012,19537260,13453145,1699571,97284
Uganda,UGA,2016,23734551,13836066,1788786,128869
Uganda,UGA,2019,26264740,15933086,1618679,115943
Ukraine,UKR,1992,4224711,36149732,11732926,216303
Ukraine,UKR,1993,2675949,38119765,11338258,216156
Ukraine,UKR,1995,7490470,31940669,11219688,1014713
Ukraine,UKR,1996,7806232,35302128,7714610,403138
Ukraine,UKR,2002,3045476,36355387,9096432,179985
Ukraine,UKR,2003,1564255,34900849,11518062,331970
Ukraine,UKR,2004,1339625,30714921,15475270,449692
Ukraine,UKR,2005,530169,25439817,20829770,785800
Ukraine,UKR,2006,315389,22686392,23111090,1165825
Ukraine,UKR,2007,217322,23524645,22600406,720427
Ukraine,UKR,2008,59595,18071112,27458413,1230056
Ukraine,UKR,2009,147808,20413197,25228051,834676
Ukraine,UKR,2010,62130,17363026,27959610,1071238
Ukraine,UKR,2011,32854,15571786,29559779,1143433
Ukraine,UKR,2012,63208,14010148,30752879,1383821
Ukraine,UKR,2013,24430,11349462,32999303,1753573
Ukraine,UKR,2014,12130,12809531,31918104,1232615
Ukraine,UKR,2015,125030,17506642,27090396,1062828
Ukraine,UKR,2016,113620,16267246,28245215,990751
Ukraine,UKR,2017,37850,14093538,29696239,1608413
Ukraine,UKR,2018,106736,11919223,31117537,2065412
Ukraine,UKR,2019,80958,9151745,32755911,2968842
Ukraine,UKR,2020,15087,9284022,32987855,2393052
United Arab Emirates,ARE,2013,0,0,1258019,6588904
United Arab Emirates,ARE,2018,0,93093,585945,8667663
United Kingdom,GBR,1968,123012,1945113,40441783,12701792
United Kingdom,GBR,1969,135144,2074990,40198417,13033201
United Kingdom,GBR,1970,130494,1951114,39660851,13920789
United Kingdom,GBR,1971,0,2779607,39139909,13976708
United Kingdom,GBR,1972,129036,2526716,37720299,15710013
United Kingdom,GBR,1973,0,1403382,36380030,18411116
United Kingdom,GBR,1974,134035,1687125,35987678,18421138
United Kingdom,GBR,1975,133169,1687586,37250683,17154362
United Kingdom,GBR,1976,0,1957901,37950796,16303271
United Kingdom,GBR,1977,137495,1966295,38916918,15172784
United Kingdom,GBR,1978,0,1394626,35971991,18829887
United Kingdom,GBR,1979,0,1257760,35851840,19137352
United Kingdom,GBR,1980,0,1533545,35210395,19570276
United Kingdom,GBR,1981,0,1827112,34648174,19858542
United Kingdom,GBR,1982,132886,992058,31535006,23653690
United Kingdom,GBR,1983,0,1256292,33105883,21970673
United Kingdom,GBR,1984,139782,987385,31596090,23698815
United Kingdom,GBR,1985,123248,1114631,30706214,24606175
United Kingdom,GBR,1986,139821,848377,28196115,27497083
United Kingdom,GBR,1987,0,833171,27141259,28827618
United Kingdom,GBR,1988,129057,712536,24774520,31312215
United Kingdom,GBR,1989,132317,863918,23688608,32391869
United Kingdom,GBR,1990,125285,874132,23324651,32923516
United Kingdom,GBR,1991,129928,999131,22265430,34030407
United Kingdom,GBR,1992,138242,860706,23327176,33254276
United Kingdom,GBR,1993,139200,1153568,22948131,33477717
United Kingdom,GBR,1994,142713,865906,21412906,35444219
United Kingdom,GBR,1995,143389,868361,21031607,35975675
United Kingdom,GBR,1996,143304,581133,19775996,37666519
United Kingdom,GBR,1997,144189,582717,18662515,38927531
United Kingdom,GBR,1998,143620,582034,17548441,40213045
United Kingdom,GBR,1999,145845,586828,16721800,41227991
United Kingdom,GBR,2000,146575,441905,15163699,43140333
United Kingdom,GBR,2001,146576,443283,13741622,44788191
United Kingdom,GBR,2002,148073,592988,13208577,45420842
United Kingdom,GBR,2003,149043,444853,12676830,46376850
United Kingdom,GBR,2004,149830,300075,11996130,47541869
United Kingdom,GBR,2005,148979,453687,11930517,47868025
United Kingdom,GBR,2006,140033,465740,11560441,48680606
United Kingdom,GBR,2007,149489,459327,11037548,49676100
United Kingdom,GBR,2008,152586,464687,11124750,50064973
United Kingdom,GBR,2009,155023,466605,11364875,50289769
United Kingdom,GBR,2010,154626,472226,11138372,51001140
United Kingdom,GBR,2011,156443,472889,11860337,50769139
United Kingdom,GBR,2012,314835,321547,11785663,51288955
United Kingdom,GBR,2013,156793,322854,11863050,51796303
United Kingdom,GBR,2014,159159,325196,11304289,52831356
United Kingdom,GBR,2015,162230,312054,11237946,53375770
United Kingdom,GBR,2016,163475,491791,10497847,54453887
United Kingdom,GBR,2017,164451,482607,10730455,54588487
United Kingdom,GBR,2018,330439,330616,11102989,54524956
United Kingdom,GBR,2019,331848,331901,9994910,55972341
United Kingdom,GBR,2020,333275,500182,9843347,56067196
United Kingdom,GBR,2021,333789,333942,9546184,56770085
United States,USA,1963,2836004,10403893,69542001,106460102
United States,USA,1964,2874400,9586260,66205522,113222810
United States,USA,1965,2427521,8740057,61694620,121440810
United States,USA,1966,2439679,9351805,60932442,123836074
United States,USA,1967,1984094,7947837,60610436,128169633
United States,USA,1968,2005390,6523607,56699882,135477121
United States,USA,1969,1515863,6082172,55226952,139852005
United States,USA,1970,2047596,6661061,54341351,142001992
United States,USA,1971,2072262,6231282,54503047,144854401
United States,USA,1972,1571411,6820611,47749437,153754541
United States,USA,1973,1588394,6352660,45028748,158939190
United States,USA,1974,1597831,6413768,47053051,158789350
United States,USA,1975,1611719,6479297,48058433,159823543
United States,USA,1976,1622950,5463174,46871706,164077178
United States,USA,1977,1100092,6055048,46251042,166832826
United States,USA,1978,1667132,5562969,45074659,170280232
United States,USA,1979,1687023,3938248,45006772,174422965
United States,USA,1980,1135032,4539740,50562811,170987409
United States,USA,1981,1145665,5164578,54485633,168670124
United States,USA,1982,1732224,5795781,55011032,169124963
United States,USA,1983,1750567,6430568,53766426,171844439
United States,USA,1984,1767208,5303672,52473812,176280300
United States,USA,1985,1783612,5336830,51159215,179644343
United States,USA,1986,1793422,5403563,48625330,184310677
United States,USA,1987,1209680,4843405,47249547,188986360
United States,USA,1988,1220549,4888329,47064658,191325472
United States,USA,1989,1232124,4317800,47497557,193771527
United States,USA,1990,1240984,4375042,51171425,192835557
United States,USA,1991,1263355,5059741,52491498,194166398
United States,USA,1992,1277182,5771039,52589239,196876540
United States,USA,1993,1945153,5198500,55885976,196889379
United States,USA,1994,1965866,4608448,53941997,202609689
United States,USA,1995,1991054,4650664,52599279,207037003
United States,USA,1996,2016536,4039489,53204401,210133558
United States,USA,1997,2042369,4087917,50440026,216086680
United States,USA,1998,2065689,4133896,47590540,222063891
United States,USA,1999,2087376,3493383,46728289,226730952
United States,USA,2000,2115076,4221792,44451252,231374280
United States,USA,2001,2844775,3566794,46307006,232250385
United States,USA,2002,2874840,4310163,46733631,233706550
United States,USA,2003,2893594,5083122,44964184,237167036
United States,USA,2004,2927708,4391733,46849525,238636346
United States,USA,2005,2954374,4429296,46548064,241584874
United States,USA,2006,2979787,4477001,46248422,244674694
United States,USA,2007,3011243,4514780,47447591,246257586
United States,USA,2008,3040177,5317437,49418981,246317357
United States,USA,2009,3065832,3833730,48314637,251557321
United States,USA,2010,3861231,4643165,49489396,251384448
United States,USA,2011,3115202,5453739,51456013,251814502
United States,USA,2012,3138612,5501748,51863860,253834884
United States,USA,2013,3152896,4757675,53045690,255770011
United States,USA,2014,3987357,4784699,52680752,257804760
United States,USA,2015,4020076,4829380,47462063,265503617
United States,USA,2016,4047715,4057771,44595874,271651984
United States,USA,2017,4082356,4075610,44912475,273538167
United States,USA,2018,3284612,4101313,41891260,279252383
United States,USA,2019,3299523,3303295,37977436,285645986
United States,USA,2020,1656623,4142219,29010037,296768849
United States,USA,2021,1648178,2502776,25737871,302210951
United States,USA,2022,4172496,4175469,40083623,285585724
United States,USA,2023,4209183,4210383,37890008,290496666
Uruguay,URY,2006,33711,945952,1597947,711896
Uruguay,URY,2007,24416,849028,1612653,809056
Uruguay,URY,2008,13547,679101,1664521,945008
Uruguay,URY,2009,14501,626147,1618694,1050749
Uruguay,URY,2010,9677,588680,1649855,1070368
Uruguay,URY,2011,8169,431339,1652726,1234591
Uruguay,URY,2012,8989,384961,1632890,1308561
Uruguay,URY,2013,10247,366122,1612089,1356879
Uruguay,URY,2014,7100,322103,1560333,1466798
Uruguay,URY,2015,7288,311023,1537197,1512509
Uruguay,URY,2016,4237,306704,1586755,1481587
Uruguay,URY,2017,3983,256165,1580675,1547615
Uruguay,URY,2018,3063,277168,1603928,1510375
Uruguay,URY,2019,4475,291749,1612567,1488415
Uruguay,URY,2020,9402,380456,1665874,1343236
Uruguay,URY,2021,5242,353745,1689949,1347759
Uruguay,URY,2022,8146,344204,1642917,1395646
Uruguay,URY,2023,5739,347957,1636199,1398186
Uruguay,URY,2024,5661,303399,1595205,1482323
Uruguay (urban),,1981,0,587300,1334465,619781
Uruguay (urban),,1989,28575,494134,1464894,747837
Uruguay (urban),,1992,24456,433143,1496640,859782
Uruguay (urban),,1995,24404,437717,1506430,919232
Uruguay (urban),,1996,25094,467190,1538988,881192
Uruguay (urban),,1997,21739,475929,1551397,888917
Uruguay (urban),,1998,26075,467597,1481576,987074
Uruguay (urban),,2000,24950,483937,1511592,985345
Uruguay (urban),,2001,21340,582689,1470311,947892
Uruguay (urban),,2002,34037,731358,1476423,793396
Uruguay (urban),,2003,47194,946290,1474109,578266
Uruguay (urban),,2004,51706,945213,1448191,610778
Uruguay (urban),,2005,46683,859039,1518356,642171
Uzbekistan,UZB,2021,1497690,16091848,15607548,1046610
Uzbekistan,UZB,2022,1534847,14399056,18020442,984611
Uzbekistan,UZB,2023,1449721,11065240,20295410,2841937
Uzbekistan,UZB,2024,988423,9679664,21845668,3848105
Vanuatu,VUT,2010,61257,149885,25657,1449
Vanuatu,VUT,2019,57206,203843,31546,833
Venezuela,VEN,1981,1778312,5973880,5632366,2302739
Venezuela,VEN,1987,2259821,7405445,6303035,2426663
Venezuela,VEN,1989,1405498,7450751,8775638,1717033
Venezuela,VEN,1992,1430626,9033503,8812515,1504304
Venezuela,VEN,1995,3361090,10888170,6855974,1088586
Venezuela,VEN,1998,3508273,11034497,7637156,1421410
Venezuela,VEN,1999,4020252,12009302,6856070,1180968
Venezuela,VEN,2001,3681654,12337190,7631126,1329952
Venezuela,VEN,2002,5630717,12801318,6091896,911741
Venezuela,VEN,2003,7021147,13058188,5245084,568285
Venezuela,VEN,2004,5995138,13406303,6161135,778262
Venezuela,VEN,2005,4851413,12295665,8348745,1289981
Venezuela,VEN,2006,2644078,11746423,10940387,1893798
Vietnam,VNM,1992,39812316,27164443,2269759,34874
Vietnam,VNM,1997,28690268,41381001,4936420,206151
Vietnam,VNM,2002,34114970,39093176,5438416,125662
Vietnam,VNM,2004,24788179,47720352,7575666,254771
Vietnam,VNM,2006,19507537,53026519,9303537,330303
Vietnam,VNM,2008,14949531,58540808,11092804,592649
Vietnam,VNM,2010,4562442,48969243,30424972,3498495
Vietnam,VNM,2012,3331495,45964567,36886300,3327990
Vietnam,VNM,2014,3129584,42951195,42029651,3569146
Vietnam,VNM,2016,2356878,36183020,49612170,5848052
Vietnam,VNM,2018,2159154,30601459,55039343,8437364
Vietnam,VNM,2020,1277730,27707911,57813923,11279628
Vietnam,VNM,2022,1598239,29418165,59508027,9156225
Western and Central Africa (WB),,1990,128686589,70527986,9961460,389997
Western and Central Africa (WB),,1991,134907346,70138389,9765001,367968
Western and Central Africa (WB),,1992,140792701,70192190,9849712,356773
Western and Central Africa (WB),,1993,145763492,71117589,9865718,499985
Western and Central Africa (WB),,1994,150451188,72185943,9998817,724148
Western and Central Africa (WB),,1995,155232415,73324714,10300184,944559
Western and Central Africa (WB),,1996,158646848,75665603,10960184,1142805
Western and Central Africa (WB),,1997,160853325,79967441,11238245,1148573
Western and Central Africa (WB),,1998,163170868,84659026,11371038,1096908
Western and Central Africa (WB),,1999,166264005,88899522,11292537,1050240
Western and Central Africa (WB),,2000,169234681,93343727,11397596,992444
Western and Central Africa (WB),,2001,169741749,100293609,11792311,953035
Western and Central Africa (WB),,2002,168031669,108976949,12865505,967669
Western and Central Africa (WB),,2003,169331233,115612382,13356698,842535
Western and Central Africa (WB),,2004,167749375,124530394,14631345,813974
Western and Central Africa (WB),,2005,169231809,130931381,15611666,813624
Western and Central Africa (WB),,2006,170625038,137300052,16916253,821825
Western and Central Africa (WB),,2007,172521946,143723100,17943616,795530
Western and Central Africa (WB),,2008,171065629,153011003,19650316,859164
Western and Central Africa (WB),,2009,172600971,159961933,20907369,873567
Western and Central Africa (WB),,2010,168931288,171326592,23140633,959759
Western and Central Africa (WB),,2011,169279037,180175021,24403512,932574
Western and Central Africa (WB),,2012,167906972,189570229,26774310,1108841
Western and Central Africa (WB),,2013,166715925,198599995,29446238,1268050
Western and Central Africa (WB),,2014,166658314,207082458,31800789,1450471
Western and Central Africa (WB),,2015,168041663,214946295,33614110,1525772
Western and Central Africa (WB),,2016,167140437,225664893,35024365,1625057
Western and Central Africa (WB),,2017,163185307,238553372,37324172,1820061
Western and Central Africa (WB),,2018,159246431,251216024,39759305,1974144
Western and Central Africa (WB),,2019,157085159,262856425,41331820,2092036
Western and Central Africa (WB),,2020,171805355,262796385,38118485,1849119
Western and Central Africa (WB),,2021,177025006,269145919,37926344,1823723
Western and Central Africa (WB),,2022,181308882,276265501,38008494,1804291
Western and Central Africa (WB),,2023,186328635,282346558,38852126,1871273
Western and Central Africa (WB),,2024,186459599,292065221,41243865,1995379
Western and Central Africa (WB),,2025,186732026,301419071,43618513,2170294
World,OWID_WRL,1990,2299238382,1578758275,753322567,667927368
World,OWID_WRL,1991,2321519965,1641582185,751246997,674147237
World,OWID_WRL,1992,2324117024,1731442174,741309424,680255474
World,OWID_WRL,1993,2333544246,1821507298,729234318,680492634
World,OWID_WRL,1994,2292804827,1935448949,723859036,698740564
World,OWID_WRL,1995,2249560739,2014137960,753144183,719662462
World,OWID_WRL,1996,2209316427,2126114534,752136621,735046946
World,OWID_WRL,1997,2220964808,2158509912,777288810,751703158
World,OWID_WRL,1998,2268906550,2170288582,787020902,767824286
World,OWID_WRL,1999,2267651748,2268393742,765248071,777110535
World,OWID_WRL,2000,2234249241,2327393613,797183795,803058023
World,OWID_WRL,2001,2205171873,2391259098,828446713,820235148
World,OWID_WRL,2002,2139164984,2485813902,862032165,840546581
World,OWID_WRL,2003,2065835196,2590080860,887728895,866105577
World,OWID_WRL,2004,1968886676,2678492347,946071106,899319663
World,OWID_WRL,2005,1865534157,2776514951,1008077168,925715004
World,OWID_WRL,2006,1797063560,2831637627,1073815701,957460328
World,OWID_WRL,2007,1707246012,2901400851,1137503785,998338824
World,OWID_WRL,2008,1648406728,2950582383,1211010827,1020513726
World,OWID_WRL,2009,1594062169,3017289632,1273345502,1031891753
World,OWID_WRL,2010,1469072458,3105447558,1368251154,1058495518
World,OWID_WRL,2011,1359696098,3197510851,1458952095,1070960828
World,OWID_WRL,2012,1284484506,3247758866,1547630897,1097094435
World,OWID_WRL,2013,1129946645,3357738764,1651628677,1126656602
World,OWID_WRL,2014,1071332275,3398035333,1733105776,1151709784
World,OWID_WRL,2015,999974897,3445059258,1810100710,1186691951
World,OWID_WRL,2016,948450800,3480589293,1875568322,1224458081
World,OWID_WRL,2017,902684052,3511219424,1941695064,1259150132
World,OWID_WRL,2018,860266180,3524821878,2017695698,1294708724
World,OWID_WRL,2019,839789054,3537425882,2065131437,1335957627
World,OWID_WRL,2020,895363587,3589235520,2033854809,1336620900
World,OWID_WRL,2021,890324942,3482946648,2115310244,1432279862
World,OWID_WRL,2022,863186353,3522406601,2155354193,1449452853
World,OWID_WRL,2023,848499751,3483199683,2215975277,1517301673
World,OWID_WRL,2024,839224675,3469491562,2266144828,1567195383
World,OWID_WRL,2025,830922275,3463269204,2314140901,1602544036
World (excluding China),,1990,1356680346,1390020458,749725722,667635170
World (excluding China),,1991,1383558519,1433582477,746636986,673938242
World (excluding China),,1992,1402521698,1494759279,734743098,680130037
World (excluding China),,1993,1428995073,1556800679,720050458,680492606
World (excluding China),,1994,1440388932,1609932831,709955760,698740717
World (excluding China),,1995,1447498381,1630699010,733790839,719662330
World (excluding China),,1996,1454420707,1689198852,726398226,735046919
World (excluding China),,1997,1475153906,1705045228,746654692,751537982
World (excluding China),,1998,1529896376,1703554586,751117211,767536787
World (excluding China),,1999,1535634588,1790105754,723267223,776661555
World (excluding China),,2000,1539941790,1813527104,744026020,801745022
World (excluding China),,2001,1547690479,1845711575,762474942,817385852
World (excluding China),,2002,1522709422,1909743212,778971776,835732838
World (excluding China),,2003,1507127059,1967639746,786525179,860058672
World (excluding China),,2004,1470131892,2011368904,823474910,891719334
World (excluding China),,2005,1434041752,2064545973,857641205,915892414
World (excluding China),,2006,1395970262,2111597128,896486052,944903742
World (excluding China),,2007,1339266381,2178503080,926625837,982209246
World (excluding China),,2008,1300787298,2230901305,972939006,1001230951
World (excluding China),,2009,1279008844,2296150705,1002003538,1008166065
World (excluding China),,2010,1193690570,2386870895,1054649505,1028350758
World (excluding China),,2011,1148568746,2448412978,1108553838,1036549558
World (excluding China),,2012,1105182920,2519243589,1144316631,1054035740
World (excluding China),,2013,1045090673,2602172261,1184384548,1071083270
World (excluding China),,2014,1006264031,2680337877,1210210506,1085510786
World (excluding China),,2015,958865105,2754728839,1238674008,1109698896
World (excluding China),,2016,917949811,2825584346,1264861586,1132880929
World (excluding China),,2017,879440043,2880698221,1306188027,1152207085
World (excluding China),,2018,849121326,2936838444,1337840945,1170931573
World (excluding China),,2019,839789065,2983081871,1350345941,1197342099
World (excluding China),,2020,895363689,3014903561,1313292271,1220415647
World (excluding China),,2021,890325000,3041638671,1295955367,1280582978
World (excluding China),,2022,863186292,3075457456,1343081931,1296498961
World (excluding China),,2023,848499758,3092874948,1375304565,1337587097
World (excluding China),,2024,839224704,3109047740,1413701381,1371107775
World (excluding China),,2025,830922245,3129866265,1454012258,1390305408
World (excluding India),,1990,1872115037,1154878751,739482963,667797553
World (excluding India),,1991,1885699473,1206866710,738076331,673926318
World (excluding India),,1992,1884015765,1281588791,728577971,679984513
World (excluding India),,1993,1890743154,1354823172,716924123,680169903
World (excluding India),,1994,1845987214,1454043474,711294576,698364080
World (excluding India),,1995,1794618076,1522607962,739748139,719230111
World (excluding India),,1996,1747251311,1623294291,737833801,734556917
World (excluding India),,1997,1749123928,1646853571,762152064,751203429
World (excluding India),,1998,1787790909,1649241092,771078868,767263979
World (excluding India),,1999,1780152902,1735213064,748273193,776539529
World (excluding India),,2000,1737819075,1784414908,779305079,802423050
World (excluding India),,2001,1698990732,1838997424,809637538,819588386
World (excluding India),,2002,1622689192,1925104755,842329908,839833265
World (excluding India),,2003,1542054691,2018556744,866956406,865379615
World (excluding India),,2004,1439344211,2094990514,923919206,898524565
World (excluding India),,2005,1344544153,2167423406,984348693,924848804
World (excluding India),,2006,1299821497,2182566747,1048305526,956404598
World (excluding India),,2007,1234845254,2212118799,1109641425,997208026
World (excluding India),,2008,1183232546,2237722022,1182322412,1019305804
World (excluding India),,2009,1150238352,2268126640,1242032932,1030666396
World (excluding India),,2010,1076007970,2295443585,1329268319,1057065214
World (excluding India),,2011,1000183929,2345868806,1410773145,1069069032
World (excluding India),,2012,951901317,2358696528,1492839517,1094856910
World (excluding India),,2013,827564804,2426102103,1592150002,1124324275
World (excluding India),,2014,804677495,2420323159,1667623142,1149282380
World (excluding India),,2015,772749947,2420222609,1736661164,1184168520
World (excluding India),,2016,759223435,2411683188,1792445422,1221770259
World (excluding India),,2017,742924286,2407041596,1848830454,1256294864
World (excluding India),,2018,724518620,2391896574,1914871090,1291547124
World (excluding India),,2019,718943403,2382030640,1955536789,1332762768
World (excluding India),,2020,759870782,2425413433,1933147061,1334026196
World (excluding India),,2021,775350190,2296712620,2005072707,1429522275
World (excluding India),,2022,773812300,2316213590,2028491404,1446459346
World (excluding India),,2023,781413858,2265658023,2065984677,1513850578
World (excluding India),,2024,785394971,2250269989,2092395404,1563060276
World (excluding India),,2025,787079451,2245845528,2116299276,1597786305
Yemen,YEM,1998,2849329,12353531,3119448,123704
Yemen,YEM,2005,4907224,15866295,2062104,142711
Yemen,YEM,2014,10065510,17791001,2259537,110260
Zambia,ZMB,1991,5027171,2374783,538288,41408
Zambia,ZMB,1993,5615468,2330127,402115,26211
Zambia,ZMB,1996,5047689,3332761,568798,54805
Zambia,ZMB,1998,5369289,3477258,567477,68384
Zambia,ZMB,2002,7428029,3172510,294783,31213
