pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,discoverymethod,disc_year
GJ 687 c,4.14,NA,NA,16,4.1,-4.1,Radial Velocity,2020
Kepler-1465 b,1.77,0.35,-0.19,3.78,NA,NA,Transit,2016
Kepler-1844 b,3.03648191,NA,NA,9.46,NA,NA,Transit,2021
Kepler-1036 b,3.01,0.14,-0.53,9.32,NA,NA,Transit,2016
Kepler-358 b,2.72,1.36,-1.36,7.85,NA,NA,Transit,2014
HD 206893 c,16.36511182,2.01761653,-0.67253884,4036.4207689,381.3940884,-317.828407,Imaging,2022
HD 202772 A b,17.317905,0.582868,-0.67254,323.23311,22.2481,-21.61244,Transit,2019
Kepler-1179 b,1.32,0.09,-0.08,2.3,NA,NA,Transit,2016
Kepler-1544 b,1.78,0.09,-0.07,3.82,NA,NA,Transit,2016
G 192-15 c,3.87,NA,NA,14.3,1.6,-1.5,Radial Velocity,2025
Kepler-457 d,2.98467257,NA,NA,9.19,NA,NA,Transit,2021
Kepler-868 b,2.05,0.2,-0.17,4.86,NA,NA,Transit,2016
TOI-7510 b,7.31,0.23,-0.23,18.1,1.7,-1.7,Transit,2025
Kepler-355 c,2.71,1.22,-1.22,7.8,NA,NA,Transit,2014
Kepler-1299 b,2.98,0.66,-0.42,9.17,NA,NA,Transit,2016
Kepler-381 d,1.0667865,NA,NA,1.23,NA,NA,Transit,2021
Kepler-1806 b,2.35560189,NA,NA,6.15,NA,NA,Transit,2021
Kepler-1570 b,1.07,0.19,-0.1,1.24,NA,NA,Transit,2016
Kepler-232 c,3.83,1.86,-1.86,14,NA,NA,Transit,2014
KIC 5479689 b,14.2,NA,NA,158.9142035,127.1313628,-31.7828407,Orbital Brightness Modulation,2021
Kepler-1759 b,0.9037791,NA,NA,0.676,NA,NA,Transit,2021
Kepler-225 c,1.84,0.1,-0.1,4.04,NA,NA,Transit,2014
Kepler-833 b,2.02,0.12,-0.09,4.74,NA,NA,Transit,2016
Kepler-321 b,1.77,0.34,-0.34,3.78,NA,NA,Transit,2014
Kepler-973 b,1.96,0.08,-0.07,4.5,NA,NA,Transit,2016
Kepler-243 b,2.45,1.16,-1.16,6.57,NA,NA,Transit,2014
Kepler-308 b,2.12,1.02,-1.02,5.14,NA,NA,Transit,2014
HD 97037 b,12.1,NA,NA,6707.76852973,622.94367772,-657.90480249,Radial Velocity,2022
Kepler-776 b,1.28,0.11,-0.07,2.18,NA,NA,Transit,2016
TOI-5734 b,2.1,0.12,-0.12,9.1,2.6,-2.6,Transit,2026
WASP-103 b,17.127,0.818,-0.527,473.547,27.968,-27.968,Transit,2014
Kepler-1226 b,1.45,0.26,-0.15,2.7,NA,NA,Transit,2016
Kepler-1048 b,1.61,0.09,-0.08,3.22,NA,NA,Transit,2016
WASP-73 b,15.91678,2.46598,-2.46598,908.9938,292.4036,-292.4036,Transit,2014
HATS-44 b,11.960003,1.401125,-0.795839,177.9848,34.9613,-34.9613,Transit,2018
HATS-45 b,14.414774,1.042437,-1.042437,222.481,47.6745,-47.6745,Transit,2018
Kepler-1260 b,1.77,0.51,-0.28,3.78,NA,NA,Transit,2016
K2-343 b,1.65,0.16,-0.08,3.36,NA,NA,Transit,2021
Kepler-367 c,1.2,0.16,-0.16,1.87,NA,NA,Transit,2014
Kepler-176 e,1.45,0.12,-0.15,0.52075,NA,NA,Transit,2016
Kepler-194 c,2.59,1.36,-1.36,7.22,NA,NA,Transit,2014
WASP-61 b,15.80469,2.46598,-2.46598,851.7844,266.9772,-266.9772,Transit,2012
HD 80606 b,11.56766808,0.16813471,-0.16813471,1323.46926959,1.49379351,-1.49379351,Radial Velocity,2001
HAT-P-6 b,16.58932,1.68135,-1.68135,419.5356,95.349,-95.349,Transit,2007
Kepler-465 b,2.95,0.25,-0.16,9.01,NA,NA,Transit,2016
Kepler-1475 b,2.92,0.99,-0.46,8.85,NA,NA,Transit,2016
HATS-46 b,10.121727,0.650122,-0.504405,54.98459,19.70546,-19.70546,Transit,2018
HATS-7 b,6.310667,0.515614,-0.381106,38.1396,3.81396,-3.81396,Transit,2015
Kepler-1756 b,1.47199944,NA,NA,2.77,NA,NA,Transit,2021
K2-366 b,2.359,0.187,-0.167,6.16,NA,NA,Transit,2022
Kepler-1960 b,1.30749704,NA,NA,2.26,NA,NA,Transit,2021
Kepler-1007 b,1.44,0.07,-0.07,2.67,NA,NA,Transit,2016
Kepler-659 b,2.5,0.33,-0.23,6.8,NA,NA,Transit,2016
Kepler-1290 b,1.42,0.21,-0.13,2.6,NA,NA,Transit,2016
HD 40956 b,13.2,NA,NA,858.141,190.698,-190.698,Radial Velocity,2017
Kepler-1244 b,1.35,0.63,-0.25,2.39,NA,NA,Transit,2016
HD 50499 b,13.5,NA,NA,519.96988,5.40311,-5.40311,Radial Velocity,2005
Kepler-374 b,1.03,0.54,-0.54,1.08,NA,NA,Transit,2014
2MASS J22501512+2325342 b,11.9,NA,NA,9534.85221,3496.112477,-1271.313628,Imaging,2018
HAT-P-15 b,11.88154,0.78463,-0.78463,616.5902,95.349,-95.349,Transit,2010
HD 169142 b,13.1,NA,NA,953.485221,635.656814,-635.656814,Imaging,2023
Kepler-1420 b,1.28,0.14,-0.12,2.18,NA,NA,Transit,2016
WASP-58 b,16.02887,1.56926,-1.56926,308.2951,88.9924,-88.9924,Transit,2012
HAT-P-1 b,14.784671,0.212971,-0.212971,166.86075,6.03877,-6.03877,Transit,2006
HAT-P-23 b,15.334,1.009,-1.009,664.237,35.278,-35.278,Transit,2010
HAT-P-57 b,19.50366,4.03524,-4.03524,448.1403,483.1016,-483.1016,Transit,2015
KELT-15 b,19.50366,2.2418,-2.2418,416.3573,136.6669,-136.6669,Transit,2016
HAT-P-17 b,11.76945,0.44836,-0.44836,184.3414,19.0698,-19.0698,Transit,2010
HD 114386 b,13.6,NA,NA,464.02947422,117.59651059,-69.92224954,Radial Velocity,2003
HAT-P-17 c,13.1,NA,NA,1080.6,349.6,-222.5,Radial Velocity,2010
HAT-P-4 b,14.28,0.549,-0.673,213.255,10.488,-13.984,Transit,2007
HAT-P-30 b,16.14096,1.68135,-1.68135,263.7989,57.2094,-57.2094,Transit,2011
WASP-71 b,13.22662,1.34508,-1.34508,441.7837,104.8839,-104.8839,Transit,2012
HAT-P-49 b,17.82231,2.01762,-2.01762,699.226,187.5197,-187.5197,Transit,2014
HD 147873 c,13.3,NA,NA,731.009,57.2094,-57.2094,Radial Velocity,2016
Kepler-857 b,6.8,1.7,-0.68,37.2,NA,NA,Transit,2016
HATS-12 b,7.76,0.47,-0.47,759.6137,27.65121,-27.65121,Transit,2016
EPIC 211945201 b,5.76,0.3,-0.3,11,7,-7,Transit,2018
K2-188 c,2.83,0.15,-0.15,8.4,NA,NA,Transit,2018
K2-108 b,5.33,0.21,-0.21,59.4,4.4,-4.4,Transit,2017
Kepler-1025 b,1.98,0.41,-0.22,4.58,NA,NA,Transit,2016
Kepler-1666 b,2.88273782,NA,NA,8.66,NA,NA,Transit,2020
Kepler-1924 b,2.65446572,NA,NA,7.53,NA,NA,Transit,2021
K2-127 b,8.37,0.33,-0.33,52.9,NA,NA,Transit,2017
WASP-144 b,9.52765,0.56045,-0.56045,139.8452,19.0698,-19.0698,Transit,2018
K2-409 b,2.482,0.174,-0.158,6.72,NA,NA,Transit,2022
Kepler-997 b,1.36,0.33,-0.26,2.42,NA,NA,Transit,2016
HD 99109 b,14.3,NA,NA,139.8452,25.4264,-25.4264,Radial Velocity,2005
WASP-158 b,11.99363,1.68135,-1.68135,886.7457,73.1009,-73.1009,Transit,2018
WASP-145 A b,10.0881,4.4836,-4.4836,282.8687,12.7132,-12.7132,Transit,2018
WASP-159 b,15.46842,1.00881,-1.00881,174.8065,25.4264,-25.4264,Transit,2018
HD 89345 b,7.39794,0.313852,-0.33627,34.9613,5.40311,-5.72094,Transit,2018
CoRoT-20 c,12.2,NA,NA,5403.11,317.83,-317.83,Radial Velocity,2018
NGTS-2 b,17.878355,0.526823,-0.504405,235.1942,41.3179,-38.1396,Transit,2018
Kepler-1562 b,3.55,1,-0.42,12.3,NA,NA,Transit,2016
K2-117 b,2.03,0.1,-0.1,4.78,NA,NA,Transit,2017
Kepler-1110 b,2.66,0.38,-0.26,7.56,NA,NA,Transit,2016
HD 153557 b,4.77,NA,NA,20.34101805,1.90697044,-2.22479885,Radial Velocity,2022
Kepler-1170 b,2.41,0.19,-0.17,6.39,NA,NA,Transit,2016
WASP-162 b,11.209,0.56045,-0.56045,1652.716,63.566,-63.566,Transit,2018
WASP-172 b,17.59813,1.1209,-1.1209,149.3801,31.783,-31.783,Transit,2018
Kepler-392 b,1,0.21,-0.21,0.972,NA,NA,Transit,2014
K2-188 b,1.35,0.11,-0.11,2.39,NA,NA,Transit,2018
Kepler-324 e,2.03862444,NA,NA,235.014,NA,NA,Transit,2021
Kepler-194 b,1.51,0.79,-0.79,2.89,NA,NA,Transit,2014
Kepler-157 d,1.46,0.16,-0.1,2.73,NA,NA,Transit,2016
Kepler-763 c,1.42,0.07,-0.1,2.6,NA,NA,Transit,2023
Kepler-236 c,2,0.17,-0.17,4.66,NA,NA,Transit,2014
LHS 3154 b,3.69,NA,NA,13.15,0.84,-0.82,Radial Velocity,2023
Kepler-664 b,2.66,0.68,-0.25,7.56,NA,NA,Transit,2016
HATS-9 b,13.85,0.35,-0.35,266.02371,9.21707,-9.21707,Transit,2015
Kepler-157 c,2.24,0.43,-0.43,5.65,NA,NA,Transit,2014
Kepler-947 b,2.28,0.23,-0.23,5.82,NA,NA,Transit,2016
Kepler-758 e,1.53,0.32,-0.25,2.96,NA,NA,Transit,2016
Kepler-679 b,3.01,0.32,-0.39,9.32,NA,NA,Transit,2016
WASP-147 b,12.498035,1.56926,-1.042437,87.40325,8.89924,-8.58141,Transit,2018
Kepler-1907 c,1.15547044,NA,NA,1.63,NA,NA,Transit,2021
Kepler-934 b,2.09,0.15,-0.11,5.02,NA,NA,Transit,2016
Kepler-1986 b,1.89,0.35,-0.15,4.23,NA,NA,Transit,2023
Kepler-1521 b,2.5,0.09,-0.1,6.8,NA,NA,Transit,2016
Kepler-189 c,2.38,1.19,-1.19,22.7,17.1,-10.6,Transit,2014
HD 135344 A b,16.25302201,0.67253884,-0.33626942,3178.28407,444.9597698,-603.8739733,Imaging,2025
HD 66428 b,12.4,NA,NA,3478.94974302,776.13696989,-1222.05022491,Radial Velocity,2005
Kepler-1468 c,1.15,0.25,-0.13,1.6,NA,NA,Transit,2016
K2-266 b,3.3,1.8,-1.3,11.26782377,11.3711983,-11.3711983,Transit,2018
Kepler-1371 b,0.73,0.08,-0.05,0.315,NA,NA,Transit,2016
HD 196067 b,12.4,NA,NA,3623.2438398,508.5254512,-508.5254512,Radial Velocity,2012
Kepler-202 c,1.85,0.1,-0.1,4.08,NA,NA,Transit,2014
K2-266 d,2.93,0.14,-0.12,8.9,5.7,-3.8,Transit,2018
K2-266 e,2.73,0.14,-0.11,14.3,6.4,-5,Transit,2018
Kepler-271 b,1.23,0.08,-0.07,2.04,NA,NA,Transit,2014
Kepler-1834 b,1.4593834,NA,NA,2.73,NA,NA,Transit,2021
Kepler-122 e,2.6,0.54,-0.54,27.7,11.4,-9.8,Transit,2014
Kepler-974 b,1.57,0.06,-0.29,3.09,NA,NA,Transit,2016
GJ 676 A d,1.78,NA,NA,3.81394088,0.31782841,-0.31782841,Radial Velocity,2012
Kepler-218 b,1.48,0.12,-0.12,2.79,NA,NA,Transit,2014
NGTS-3 A b,16.58932,4.14733,-4.14733,756.4354,82.6358,-82.6358,Transit,2018
K2-238 b,14.5717,1.68135,-1.56926,273.3338,41.3179,-38.1396,Transit,2018
WASP-106 b,12.10569916,0.17934369,-0.19055267,613.40882551,47.67426105,-47.67426105,Transit,2014
TrES-1 b,12.66617,0.67254,-0.67254,266.9772,34.9613,-34.9613,Transit,2004
Qatar-1 b,12.811887,0.291434,-0.280225,411.27202,16.52716,-15.57367,Transit,2010
Kepler-1387 b,0.93,0.05,-0.09,0.749,NA,NA,Transit,2016
Kepler-234 b,3.7,1.66,-1.66,13.2,NA,NA,Transit,2014
Kepler-525 b,2.63,0.38,-0.52,7.41,NA,NA,Transit,2016
CoRoT-20 b,9.41556,0.44836,-0.44836,1366.669,63.566,-63.566,Transit,2011
HD 18438 b,12.1,NA,NA,6674.396547,317.828407,-317.828407,Radial Velocity,2023
Kepler-1205 b,1.41,0.1,-0.09,2.57,NA,NA,Transit,2016
Kepler-1067 c,1.74682428,NA,NA,3.7,NA,NA,Transit,2021
EPIC 201841433 b,1.04,0.037,-0.032,1.12,NA,NA,Transit,2019
HATS-64 b,18.819911,0.907929,-0.907929,305.1168,63.566,-63.566,Transit,2018
HATS-65 b,16.824709,0.56045,-0.56045,260.93843,26.37989,-26.37989,Transit,2018
K2-80 b,2.01,0.3,-0.3,4.7,NA,NA,Transit,2016
Kepler-1222 b,0.79,0.06,-0.06,0.418,NA,NA,Transit,2016
K2-285 d,2.48,0.06,-0.06,6.5,NA,NA,Transit,2018
K2-285 e,1.95,0.05,-0.05,10.7,NA,NA,Transit,2018
HATS-60 b,12.923977,0.594077,-0.594077,210.40346,17.48065,-17.48065,Transit,2018
Kepler-359 b,3.53,1.64,-1.64,12.2,NA,NA,Transit,2014
K2-369 b,1.313,0.101,-0.095,2.28,NA,NA,Transit,2022
WASP-165 b,14.12334,2.12971,-1.90553,209.13214,30.82951,-29.24036,Transit,2018
HD 4313 b,13.4,NA,NA,612.45841,28.6047,-28.6047,Radial Velocity,2009
Kepler-1056 b,3.01,1.33,-0.6,9.32,NA,NA,Transit,2016
Kepler-1554 b,2.9,0.23,-0.27,8.75,NA,NA,Transit,2016
HATS-59 b,12.621334,0.863093,-0.863093,256.17098,21.93027,-21.93027,Transit,2018
K2-284 b,2.78,0.14,-0.12,8.15,NA,NA,Transit,2018
Kepler-1107 b,1.34,0.1,-0.08,2.36,NA,NA,Transit,2016
HD 457 b,11.9,NA,NA,8445.3364308,5952.2904063,-3798.68512046,Radial Velocity,2022
HD 112640 b,12.9,NA,NA,1589.15,317.83,-317.83,Radial Velocity,2020
Kepler-1969 b,1.68161001,NA,NA,3.47,NA,NA,Transit,2021
Kepler-996 b,1.98,0.63,-0.25,4.58,NA,NA,Transit,2016
TOI-172 b,10.816685,0.358688,-0.325061,1722.6386,69.9226,-63.566,Transit,2019
K2-85 b,1.4,0.2,-0.2,3.2,1.3,-1.3,Transit,2016
Kepler-48 f,13.8,NA,NA,298.5809968,92.71232669,-92.71232669,Radial Velocity,2023
Kepler-1385 b,0.85,0.2,-0.13,0.543,NA,NA,Transit,2016
Kepler-8 b,15.871944,0.594077,-0.694958,187.5197,41.3179,-38.1396,Transit,2010
K2-291 b,1.589,0.095,-0.072,6.49,1.16,-1.16,Transit,2019
HAT-P-25 b,12.722215,0.538032,-0.538032,180.84527,7.31009,-6.99226,Transit,2010
GJ 328 c,4.91,NA,NA,21.4,3.4,-3.2,Radial Velocity,2023
K2-181 b,2.69,0.21,-0.09,7.7,NA,NA,Transit,2018
Kepler-1039 b,1.46,0.09,-0.22,2.73,NA,NA,Transit,2016
HATS-69 b,10.592505,0.246598,-0.246598,183.38791,NA,NA,Transit,2018
HATS-68 b,13.809488,0.437151,-0.325061,410.0007,18.75197,-18.75197,Transit,2018
Kepler-1383 b,1.41,0.63,-0.29,2.57,NA,NA,Transit,2016
Kepler-800 b,2.85,0.34,-0.26,8.5,NA,NA,Transit,2016
GJ 4276 b,4.22,NA,NA,16.57,0.94,-0.95,Radial Velocity,2019
Kepler-1484 b,2.11,0.3,-0.22,5.1,NA,NA,Transit,2016
WASP-161 b,12.811887,0.728585,-0.650122,791.3967,66.7443,-66.7443,Transit,2018
Kepler-172 e,2.76,0.56,-0.56,8.05,NA,NA,Transit,2014
Kepler-1864 b,0.75408365,NA,NA,0.353,NA,NA,Transit,2021
HATS-70 b,15.513256,0.885511,-0.829466,4100.007,572.094,-508.528,Transit,2019
WISPIT 1 b,12.4,NA,NA,3305.4154328,222.4798849,-254.2627256,Imaging,2025
Kepler-281 d,5.93747806,NA,NA,654,100,-104,Transit,2021
HD 1397 b,11.500434,0.280225,-0.302643,131.89945,6.3566,-6.3566,Transit,2018
Kepler-988 b,2.07,0.47,-0.16,4.94,NA,NA,Transit,2016
K2-285 b,2.59,0.06,-0.06,9.68,1.21,-1.37,Transit,2018
Kepler-1694 b,1.17986031,NA,NA,1.76,NA,NA,Transit,2020
Kepler-526 b,1.99,0.16,-0.17,4.62,NA,NA,Transit,2016
HD 47366 c,13.5,NA,NA,483.73483545,22.8836453,-22.24798849,Radial Velocity,2016
K2-245 b,4.34,0.19,-0.14,17.4,NA,NA,Transit,2018
Kepler-159 b,2.38,0.18,-0.18,6.26,NA,NA,Transit,2014
Kepler-859 b,3.09,0.18,-0.15,9.75,NA,NA,Transit,2016
WASP-140 b,14.23540549,0.67253884,-0.67253884,775.5052,22.2481,-22.2481,Transit,2016
KMT-2022-BLG-1818L c,13.2,NA,NA,114.41822652,95.3485221,-66.74396547,Microlensing,2026
K2-18 b,2.37,0.22,-0.22,8.92,1.7,-1.6,Transit,2015
HAT-P-35 b,14.930388,1.098482,-1.098482,335.62848,10.48839,-10.48839,Transit,2011
Kepler-208 d,1.2,0.23,-0.23,1.87,NA,NA,Transit,2014
Kepler-1129 c,2.73,0.46,-0.27,7.9,NA,NA,Transit,2016
HD 12235 b,3.23,NA,NA,10.48833743,1.27131363,-1.58914204,Radial Velocity,2022
Kepler-364 b,1.55,0.37,-0.37,3.02,NA,NA,Transit,2014
Kepler-524 b,1.91,0.14,-0.12,4.31,NA,NA,Transit,2016
Kepler-221 e,2.63,0.25,-0.25,7.86706,NA,NA,Transit,2014
HR 8799 c,13,1,0,3000,1000,-1000,Imaging,2008
HAT-P-14 b,15.91678,1.34508,-1.34508,1093.3352,200.2329,-200.2329,Transit,2010
HD 87816 b,12.7,NA,NA,2142.16346318,41.31769291,-41.31769291,Radial Velocity,2025
Kepler-1189 b,1.77,0.52,-0.48,3.78,NA,NA,Transit,2016
Kepler-401 d,2.27,0.4,-0.26,5.77,NA,NA,Transit,2016
GJ 422 b,3.33,NA,NA,11.07,1.12,-1.12,Radial Velocity,2014
24 Boo b,13.9,NA,NA,280.64248338,11.44182265,-13.6666215,Radial Velocity,2018
WASP-164 b,12.643752,0.459569,-0.481987,676.9779,38.1396,-41.3179,Transit,2018
K2-376 b,1.736,0.125,-0.119,3.66,NA,NA,Transit,2022
Kepler-563 b,3.09,0.17,-0.2,9.75,NA,NA,Transit,2016
HD 173416 b,13.4,NA,NA,585.12209729,65.47265184,-71.51139158,Radial Velocity,2008
Kepler-1042 b,2.19,0.11,-0.16,5.43,NA,NA,Transit,2016
HD 2685 b,16.14096,0.56045,-0.56045,371.8611,38.1396,-38.1396,Transit,2019
Kepler-25 b,2.748,0.038,-0.035,8.7,2.5,-2.3,Transit,2011
KELT-23 A b,14.829507,0.280225,-0.280225,298.12454,15.25584,-13.98452,Transit,2019
Kepler-1491 b,1.51,0.35,-0.14,2.89,NA,NA,Transit,2016
Kepler-1528 b,1.46,0.25,-0.13,2.73,NA,NA,Transit,2016
Kepler-1436 b,1.31,0.35,-0.18,2.27,NA,NA,Transit,2016
GJ 180 c,2.41,NA,NA,6.4,3.7,-4.1,Radial Velocity,2014
HATS-24 b,15.636555,0.638913,-0.638913,718.2958,54.0311,-54.0311,Transit,2017
HAT-P-9 b,15.614137,0.751003,-0.728585,238.05467,20.34112,-20.02329,Transit,2008
HAT-P-36 b,14.313893,0.22418,-0.22418,587.413406,27.65121,-27.65121,Transit,2011
HD 21749 c,0.892,0.064,-0.058,3.7,NA,NA,Transit,2019
Kepler-1621 b,2.16,0.8,-0.37,5.31,NA,NA,Transit,2016
Kepler-1478 b,1.73,0.47,-0.19,3.64,NA,NA,Transit,2016
Kepler-203 c,2.47,0.47,-0.47,749.9,419.1,-344.7,Transit,2014
Kepler-221 b,1.71,0.17,-0.17,5.95575,NA,NA,Transit,2014
NGTS-5 b,12.733424,0.257807,-0.257807,72.78307,11.75971,-11.75971,Transit,2019
NGTS-4 b,3.18,0.26,-0.26,20.6,3,-3,Transit,2019
Kepler-386 b,1.39,0.82,-0.82,2.51,NA,NA,Transit,2014
Kepler-1502 b,3.18,1.12,-0.64,10.2,NA,NA,Transit,2016
Qatar-9 b,11.309881,0.156926,-0.156926,378.2177,50.8528,-50.8528,Transit,2019
Kepler-1591 b,1.27,0.41,-0.19,2.15,NA,NA,Transit,2016
Kepler-160 c,3.76,0.23,-0.09,13.6,NA,NA,Transit,2014
Kepler-1057 b,3.36,1.1,-0.52,11.2,NA,NA,Transit,2016
Kepler-115 b,1.09,0.21,-0.21,1.32,NA,NA,Transit,2014
Kepler-527 b,2.84,1.35,-0.46,8.45,NA,NA,Transit,2016
Kepler-1011 b,2.87,0.29,-0.44,8.6,NA,NA,Transit,2016
GJ 1061 c,1.19,NA,NA,1.81,0.13,-0.11,Radial Velocity,2020
Kepler-1600 b,3.13,0.28,-0.17,9.96,NA,NA,Transit,2016
Kepler-49 c,2.444,0.083,-0.082,8.38,0.92,-0.89,Transit,2012
KMT-2020-BLG-0414L b,1.2,NA,NA,1.87,0.27,-0.16,Microlensing,2021
Kepler-717 b,2.42,0.25,-0.35,6.44,NA,NA,Transit,2016
Kepler-1566 b,0.79,0.08,-0.05,0.418,NA,NA,Transit,2016
Kepler-1022 b,2.36,0.08,-0.28,6.17,NA,NA,Transit,2016
HD 75784 b,13.8,NA,NA,317.83,44.4962,-44.4962,Radial Velocity,2014
Kepler-1321 d,2.62843782,NA,NA,7.41,NA,NA,Transit,2021
Kepler-1340 b,1.55,0.7,-0.27,3.02,NA,NA,Transit,2016
Kepler-411 d,3.319,0.104,-0.104,15.2,5.1,-5.1,Transit,2018
Kepler-411 c,4.421,0.062,-0.062,26.4,5.9,-5.9,Transit,2016
Kepler-742 b,3.24,0.11,-0.17,10.6,NA,NA,Transit,2016
Kepler-936 b,1.45,0.2,-0.1,2.7,NA,NA,Transit,2016
K2-295 b,10.054473,0.123299,-0.056045,106.47305,19.70546,-19.70546,Transit,2018
Kepler-748 b,2.52,0.65,-0.29,6.9,NA,NA,Transit,2016
TOI-7166 b,2.01,0.06,-0.05,4.7,NA,NA,Transit,2025
HATS-18 b,14.896761,0.840675,-0.840675,629.144485,24.15508,-24.15508,Transit,2016
Kepler-1349 b,0.7,0.63,-0.11,0.271,NA,NA,Transit,2016
Kepler-1627 b,3.69,0.49,-0.41,13.2,NA,NA,Transit,2016
Kepler-394 d,1.50066814,NA,NA,2.86,NA,NA,Transit,2021
Kepler-1601 b,0.82,0.24,-0.11,0.477,NA,NA,Transit,2016
Kepler-1751 b,1.82417378,NA,NA,3.98,NA,NA,Transit,2021
K2-133 e,1.73,0.14,-0.13,3.64,NA,NA,Transit,2019
K2-308 b,9.916,0.985,-0.985,70.6,NA,NA,Transit,2019
DS Tuc A b,5.7,0.17,-0.17,413.179,NA,NA,Transit,2019
Kepler-283 c,1.82,0.12,-0.12,3.97,NA,NA,Transit,2014
Kepler-1086 b,2.44,0.35,-0.28,6.53,NA,NA,Transit,2016
Kepler-25 c,5.217,0.07,-0.065,15.2,1.3,-1.6,Transit,2011
Kepler-1023 b,2.63,0.3,-0.18,7.41,NA,NA,Transit,2016
Kepler-1497 b,1.66,0.29,-0.16,3.39,NA,NA,Transit,2016
Kepler-981 b,2.31,0.3,-0.18,5.95,NA,NA,Transit,2016
K2-111 b,1.82,0.11,-0.09,5.58,0.74,-0.73,Transit,2017
Kepler-436 c,2.33,0.19,-0.14,6.04,NA,NA,Transit,2016
HD 175167 b,12.3,NA,NA,4703.8604236,572.0911326,-508.5254512,Radial Velocity,2009
Kepler-139 c,3.38,0.69,-0.69,13,8,-7,Transit,2014
Kepler-1743 b,1.59887007,NA,NA,3.18,NA,NA,Transit,2021
K2-173 b,1.60826194,0.15968465,-0.10547102,3.22,NA,NA,Transit,2018
WASP-181 b,13.271456,0.795839,-0.661331,95.03117,10.80622,-10.80622,Transit,2019
Kepler-583 b,2.28,0.29,-0.15,5.82,NA,NA,Transit,2016
Kepler-1770 b,2.84141754,NA,NA,8.45,NA,NA,Transit,2021
Kepler-987 b,3.26,0.16,-0.12,10.7,NA,NA,Transit,2016
Kepler-385 d,2.6186448,NA,NA,7.36,NA,NA,Transit,2020
Gl 410 b,2.83,NA,NA,8.4,1.3,-1.3,Radial Velocity,2025
Kepler-1201 b,2.29,0.91,-0.43,5.86,NA,NA,Transit,2016
Kepler-1540 b,2.49,0.19,-0.14,6.76,NA,NA,Transit,2016
HAT-P-70 b,20.96083,1.68135,-1.1209,2154.8874,NA,NA,Transit,2019
Kepler-176 c,2.6,1.33,-1.33,1.33,0.4,-0.27,Transit,2014
HD 96700 c,1.69,NA,NA,3.5,0.4,-0.4,Radial Velocity,2021
Kepler-1568 b,1.3,0.21,-0.15,2.24,NA,NA,Transit,2016
HATS-58 A b,12.273855,0.694958,-0.694958,327.3649,73.1009,-73.1009,Transit,2019
WASP-169 b,14.616536,1.68135,-0.818257,178.30263,19.38763,-19.38763,Transit,2019
K2-147 b,1.47286006,0.11096891,-0.09863903,2.77,NA,NA,Transit,2018
Kepler-247 d,3.94,1.1,-1.1,14.7,NA,NA,Transit,2014
Kepler-1552 b,2.47,0.11,-0.1,6.66,NA,NA,Transit,2016
K2-398 b,2.274,0.113,-0.111,5.79,NA,NA,Transit,2022
K2-268 b,1.5,0.12,-0.07,2.86,NA,NA,Transit,2018
Kepler-1542 c,0.65,0.09,-0.06,0.208,NA,NA,Transit,2016
HD 30856 b,13.5,NA,NA,491.68301,28.92253,-28.92253,Radial Velocity,2011
Kepler-173 c,2.43,1.21,-1.21,6.48,NA,NA,Transit,2014
TOI-163 b,16.690201,0.381106,-0.381106,387.7526,38.1396,-38.1396,Transit,2019
Kepler-1445 b,0.96,0.2,-0.13,0.84,NA,NA,Transit,2016
Kepler-1095 b,1.21,0.2,-0.12,1.92,NA,NA,Transit,2016
Kepler-1123 b,1.67,0.25,-0.11,3.43,NA,NA,Transit,2016
NGTS-8 b,12.21781,0.33627,-0.33627,295.5819,12.7132,-9.5349,Transit,2019
Kepler-2000 b,2.73,0.1,-0.17,7.9,NA,NA,Transit,2023
Kepler-1371 c,0.64,0.07,-0.05,0.196,NA,NA,Transit,2016
Kepler-538 b,2.215,0.04,-0.034,12.9,2.9,-2.9,Transit,2016
HD 219134 c,1.511,0.047,-0.047,4.36,0.22,-0.22,Radial Velocity,2015
HD 219134 f,1.31,0.02,-0.02,7.3,0.4,-0.4,Radial Velocity,2015
HD 219134 h,12.7,NA,NA,108.0622,6.3566,-6.3566,Radial Velocity,2015
Kepler-1877 b,0.624086,NA,NA,0.179,NA,NA,Transit,2021
Kepler-331 c,1.84,0.19,-0.19,4.04,NA,NA,Transit,2014
Kepler-543 b,2.5,0.12,-0.26,6.8,NA,NA,Transit,2016
HD 150010 b,13.3,NA,NA,762.7881768,127.1313628,-127.1313628,Radial Velocity,2022
Kepler-1105 b,2.01,0.06,-0.25,4.7,NA,NA,Transit,2016
Kepler-1311 b,1.24,0.25,-0.26,2.07,NA,NA,Transit,2016
K2-58 c,1.62,0.23,-0.23,3.26,NA,NA,Transit,2016
Kepler-1449 b,1.68,0.37,-0.18,3.46,NA,NA,Transit,2016
HD 38801 b,12.5,NA,NA,3082.31534,182.11659,-186.56621,Radial Velocity,2009
Kepler-389 c,1.46,0.75,-0.75,2.73,NA,NA,Transit,2014
Kepler-147 c,2.43,0.49,-0.49,6.48,NA,NA,Transit,2014
GJ 1265 b,2.63,NA,NA,7.4,0.5,-0.5,Radial Velocity,2018
