pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,discoverymethod,disc_year
HD 139357 b,12.1,NA,NA,6315.5682755,1403.53024531,-1093.01189167,Radial Velocity,2008
HD 224538 b,12.7,NA,NA,2075.73732612,583.53295525,-110.92211404,Radial Velocity,2016
HD 153557 d,11.9,NA,NA,8725.66108578,1130.19781529,-1111.12811087,Radial Velocity,2022
HD 115404 A b,6.09,NA,NA,30.82935548,6.35656814,-6.99222495,Radial Velocity,2022
HIP 67537 b,12.3,NA,NA,4309.11754211,1608.84739623,-757.70292229,Radial Velocity,2017
HD 30177 c,12.7,NA,NA,1954.64470305,415.71955636,-108.37948679,Radial Velocity,2016
HD 156098 b,4.12,NA,NA,15.89142035,3.49611248,-1.27131363,Radial Velocity,2022
HD 12235 c,12.5,NA,NA,3135.69506346,1013.87261833,-566.05239287,Radial Velocity,2022
HD 203387 b,13.1,NA,NA,1106.04285636,187.20093172,-168.76688412,Radial Velocity,2022
HD 169830 c,12.6,NA,NA,2437.42605328,615.63362436,-875.61726129,Radial Velocity,2003
HD 169830 b,13.2,NA,NA,804.42369812,71.19356317,-75.32533246,Radial Velocity,2000
HD 156098 c,12.8,NA,NA,1661.6069118,615.95145277,-409.04515981,Radial Velocity,2022
HIP 35965 b,12.6,NA,NA,2589.98368864,1374.29003187,-970.96578339,Radial Velocity,2022
HD 203387 c,12.6,NA,NA,2378.9456264,1079.02744177,-702.40077947,Radial Velocity,2022
bet Pic c,12.5,NA,NA,3222.46221857,373.44837822,-327.68108762,Radial Velocity,2019
HD 25015 b,12.5,NA,NA,2884.92845034,367.7274669,-579.40118596,Radial Velocity,2019
GJ 229 b,3.97,NA,NA,14.93793513,0.95348522,-1.27131363,Radial Velocity,2014
HD 18143 c,12.5,NA,NA,3177.64841319,623.26150613,-594.6569495,Radial Velocity,2022
HD 217786 b,12.3,NA,NA,4402.55909376,402.68859167,-416.67304158,Radial Velocity,2011
HD 204313 c,4.31,NA,NA,17.16273398,1.58914204,-1.58914204,Radial Velocity,2015
HD 125390 b,11.9,NA,NA,8646.20398403,1311.9956641,-99.48029139,Radial Velocity,2019
HD 81817 b,12,NA,NA,7668.5638041,3097.87348303,-219.61942924,Radial Velocity,2020
HD 190228 b,12.9,NA,NA,1598.67688721,378.21580433,-0.95348522,Radial Velocity,2022
HD 23596 b,12.4,NA,NA,3786.607641,314.65012293,-561.92062358,Radial Velocity,2003
HIP 90988 b,13.4,NA,NA,668.07531151,25.10844415,-27.01541459,Radial Velocity,2021
HD 204313 e,12.2,NA,NA,4868.17771002,1554.18091023,-1647.30463348,Radial Velocity,2022
HD 30177 b,12.6,NA,NA,2670.71210402,394.42505309,-155.41809102,Radial Velocity,2002
HD 217958 b,14.2,NA,NA,166.54208527,110.28645723,-20.02318964,Radial Velocity,2022
HD 213519 b,2.99,NA,NA,9.2170238,2.86045566,-1.27131363,Radial Velocity,2022
HD 43197 b,14.2,NA,NA,175.75910907,16.52707716,-15.25576354,Radial Velocity,2010
HD 4113 b,13.5,NA,NA,541.26177712,12.71313628,-18.75187601,Radial Velocity,2007
HD 95544 b,12.8,NA,NA,1913.64483855,513.61070571,-81.99972901,Radial Velocity,2021
HD 25912 c,12.2,NA,NA,5252.75008249,437.33188803,-444.64194139,Radial Velocity,2022
HD 105618 c,11.9,NA,NA,8419.59232984,1379.37528638,-898.50090659,Radial Velocity,2022
HD 28192 b,12.2,NA,NA,99.7981198,7.62788177,-9.85268062,Radial Velocity,2022
HD 43197 c,12.6,NA,NA,2500.67390628,559.37799632,-508.20762279,Radial Velocity,2022
HD 74156 c,12.5,NA,NA,2753.98314665,440.19234369,-149.37935129,Radial Velocity,2003
HD 74156 b,13.5,NA,NA,532.36258173,43.22466335,-45.4494622,Radial Velocity,2003
HD 7449 b,12.6,NA,NA,2597.92939882,970.96578339,-857.81887049,Radial Velocity,2011
HD 110537 b,11.9,NA,NA,8612.83200129,4053.90133129,-2857.27737893,Radial Velocity,2022
HD 56957 b,12.8,NA,NA,1880.90851263,915.02798375,-1279.57716658,Radial Velocity,2022
HD 86264 b,12.5,NA,NA,3117.26101586,3741.79383561,-608.95922781,Radial Velocity,2009
HD 111232 c,12.2,NA,NA,5740.93451564,1337.73976506,-512.33939208,Radial Velocity,2022
HD 62549 b,12.6,NA,NA,2707.58019923,665.21485585,-330.54154328,Radial Velocity,2022
HD 142 c,12.4,NA,NA,3464.64746471,406.18470415,-297.80521736,Radial Velocity,2012
HD 11343 c,13.9,NA,NA,255.53403923,52.75951556,-50.85254512,Radial Velocity,2022
HD 73267 c,12.8,NA,NA,1630.77755632,289.85950718,-89.62761077,Radial Velocity,2022
HD 219077 b,12.5,NA,NA,3057.50927534,318.14623541,-232.96822233,Radial Velocity,2012
HD 113337 b,13.1,NA,NA,1035.80277841,119.82130944,-129.99181846,Radial Velocity,2013
HD 125271 b,12.4,NA,NA,3465.60094993,596.24609153,-398.23899397,Radial Velocity,2022
HD 127506 b,5.67,NA,NA,27.333243,5.08525451,-7.94571018,Radial Velocity,2022
HD 81817 c,12,NA,NA,7185.78245386,590.84300861,-596.24609153,Radial Velocity,2022
bet Pic b,18.49485,0.67254,-0.67254,3727.8093857,742.76498716,-678.56364894,Imaging,2008
HD 145934 b,13.4,NA,NA,658.5404593,519.33161704,-15.25576354,Radial Velocity,2015
HIP 97233 b,12.1,NA,NA,6098.17364511,1157.8488867,-102.97640387,Radial Velocity,2014
HD 93351 b,1.69,NA,NA,3.49611248,0.63565681,-0.95348522,Radial Velocity,2022
HD 88072 b,12.6,NA,NA,2511.79790052,485.32397749,-319.73537744,Radial Velocity,2022
HD 93351 c,12.3,NA,NA,4154.01727949,633.43201515,-432.56446193,Radial Velocity,2022
HD 10697 b,12.8,NA,NA,1825.2885414,321.32451948,-91.85240962,Radial Velocity,1999
KMT-2021-BLG-2294L b,5.02,NA,NA,22.24798849,31.7828407,-12.71313628,Microlensing,2022
MOA-2007-BLG-400L b,13.5,NA,NA,540.3082919,82.63538582,-82.63538582,Microlensing,2008
KMT-2021-BLG-1077L b,9.86,NA,NA,69.92224954,98.52680617,-38.13940884,Microlensing,2022
HD 10180 e,5.39,NA,NA,25.1,1.2,-1.2,Radial Velocity,2010
Wolf 1069 b,1.08,NA,NA,1.26,0.21,-0.21,Radial Velocity,2023
OGLE-2017-BLG-1691L b,3.92,NA,NA,14.62010672,11.75965106,-7.94571018,Microlensing,2022
KMT-2021-BLG-0320L b,6.2,NA,NA,31.7828407,41.31769291,-22.24798849,Microlensing,2022
Kepler-138 b,0.64,0.02,-0.02,0.07,0.02,-0.02,Transit,2014
MOA-2020-BLG-135L b,3.37,NA,NA,11.3,19.2,-6.9,Microlensing,2022
TrES-2 b,15.24424,0.89672,-0.89672,473.5667,69.9226,-69.9226,Transit,2006
TOI-6223 b,5.07,0.22,-0.22,22.6,NA,NA,Transit,2025
WASP-47 d,3.65,0.03,-0.03,15.5,0.7,-0.9,Transit,2015
Kepler-138 d,1.51,0.04,-0.04,2.1,0.6,-0.7,Transit,2014
Kepler-138 c,1.51,0.04,-0.04,2.3,0.6,-0.5,Transit,2014
OGLE-2006-BLG-284L A b,14.3,NA,NA,144,137,-82,Microlensing,2020
KMT-2018-BLG-2602L b,13.7,NA,NA,365.50266805,232.01473711,-200.23189641,Microlensing,2022
K2-413 c,1.2327,0.0565,-0.0593,2.05,NA,NA,Transit,2022
K2-414 c,1.9287,0.063,-0.0728,4.38,NA,NA,Transit,2022
OGLE-2018-BLG-1119L b,13.9,NA,NA,289.22385037,209.76674862,-165.27077164,Microlensing,2022
WASP-65 b,12.464,0.661,-0.661,492.62,50.85,-50.85,Transit,2013
HAT-P-21 b,12.44199,1.79344,-1.79344,1547.8321,498.9931,-498.9931,Transit,2010
MOA-2019-BLG-008L b,12.2,NA,NA,5720.911326,953.485221,-635.656814,Microlensing,2022
K2-3 b,2.078,0.076,-0.067,5.11,0.65,-0.64,Transit,2015
HIP 21152 b,12,NA,NA,7627.881768,1906.970442,-1271.313628,Imaging,2022
K2-38 c,2.29,0.26,-0.26,8.3,1.3,-1.3,Transit,2016
K2-38 b,1.54,0.14,-0.14,7.3,1.1,-1,Transit,2016
KMT-2021-BLG-0909L b,13.7,NA,NA,400.46379282,321.00669107,-209.76674862,Microlensing,2023
KMT-2021-BLG-2478L b,13.9,NA,NA,286.0455663,133.48793094,-76.27881768,Microlensing,2023
HD 95735 c,3.76,NA,NA,13.6,2.4,-2.3,Radial Velocity,2021
KMT-2019-BLG-0414L b,12.9,NA,NA,1452.47581999,1188.67824218,-654.72651842,Microlensing,2022
KMT-2017-BLG-1194L b,1.7,NA,NA,3.54,1.95,-1.63,Microlensing,2023
WASP-88 b,16.36514,2.35389,-2.35389,133.4886,44.4962,-44.4962,Transit,2014
TOI-1238 b,1.21,0.11,-0.1,3.76,1.15,-1.07,Transit,2022
HATS-8 b,9.785457,1.378707,-0.840675,43.86054,6.03877,-6.03877,Transit,2015
GJ 1002 c,1.1,NA,NA,1.36,0.17,-0.17,Radial Velocity,2022
KMT-2017-BLG-1003L b,2.13,NA,NA,5.19,5.39,-2.8,Microlensing,2023
KMT-2019-BLG-1552L b,13,NA,NA,1287.20504835,549.84314411,-587.98255295,Microlensing,2022
HD 45364 b,9.03,NA,NA,60.16491745,1.97053612,-2.00231896,Radial Velocity,2008
L 363-38 b,2,NA,NA,4.67,0.43,-0.43,Radial Velocity,2023
WASP-56 b,10.53646,1.00881,-1.00881,143.0235,28.6047,-28.6047,Transit,2012
KMT-2019-BLG-2974L b,11.4,NA,NA,88.99195396,92.17023803,-57.20911326,Microlensing,2022
TIC 279401253 b,11.2089807,0.44835923,-0.44835923,1951.46641898,123.95307873,-133.48793094,Transit,2023
HD 45364 c,14.2,NA,NA,174.48779544,2.38371305,-2.35193021,Radial Velocity,2008
HD 167768 b,13.9,NA,NA,270.15414595,38.13940884,-34.96112477,Radial Velocity,2022
KMT-2019-BLG-0253L b,2.99,NA,NA,9.2,5,-4.1,Microlensing,2022
OGLE-2018-BLG-0506L b,4.18,NA,NA,16.3,12,-8.5,Microlensing,2022
TIC 279401253 c,12.6,NA,NA,2548.98382414,57.20911326,-57.20911326,Transit,2023
HD 184010 d,14.3,NA,NA,143.02278315,12.71313628,-19.06970442,Radial Velocity,2022
HD 184010 b,12.1,NA,NA,98.52680617,9.53485221,-12.71313628,Radial Velocity,2022
NGTS-23 b,14.20177855,0.33626942,-0.33626942,194.82881349,30.82935548,-30.82935548,Transit,2022
OGLE-2018-BLG-0977L b,2.41,NA,NA,6.4,5.2,-3.7,Microlensing,2022
HAT-P-26 b,7.06167,0.44836,-0.44836,22.2481,6.3566,-6.3566,Transit,2010
Kepler-1643 b,2.32,0.13,-0.13,5.99,NA,NA,Transit,2016
KOI-7913 b,2.34,0.18,-0.18,6.08,NA,NA,Transit,2022
WASP-77 A b,13.56,0.22,-0.22,529.31142902,0.14302278,-0.14302278,Transit,2012
KMT-2021-BLG-1391L b,1.97,NA,NA,4.55,2.31,-2.31,Microlensing,2022
KMT-2021-BLG-1253L b,4.59,NA,NA,19.05,20.42,-10.14,Microlensing,2022
KIC 3526061 b,12.1,NA,NA,5768.58558705,139.84449908,-139.84449908,Radial Velocity,2022
WISE J033605.05-014350.4 b,12.6,NA,NA,2622.08435775,1350.77072975,-1350.77072975,Imaging,2023
Kepler-107 e,2.903,0.035,-0.035,14.1,3.3,-3.3,Transit,2014
OGLE-2018-BLG-1367L b,13.8,NA,NA,301.93698665,238.37130525,-139.84449908,Microlensing,2022
HAT-P-28 b,13.585,1.267,-0.919,198.953,11.759,-11.759,Transit,2011
MOA-2022-BLG-249L b,2.04,NA,NA,4.83,1.44,-1.44,Microlensing,2023
DMPP-4 b,3.53,NA,NA,12.2,1.8,-1.9,Radial Velocity,2023
OGLE-2018-BLG-1212L b,9.32,NA,NA,63.5656814,50.85254512,-41.31769291,Microlensing,2022
K2-2016-BLG-0005L b,13.7,NA,NA,349.6112477,28.60455663,-28.60455663,Microlensing,2023
HN Lib b,2.2,NA,NA,5.46,0.75,-0.75,Radial Velocity,2023
Kepler-454 d,13.3,NA,NA,734.18362017,85.81366989,-50.85254512,Radial Velocity,2023
WASP-64 b,14.247,0.437,-0.437,403.945,21.612,-21.612,Transit,2012
Kepler-323 c,1.57,0.04,-0.04,6.8,3.4,-3.2,Transit,2014
TrES-4 b,18.04649,2.01762,-2.01762,247.9074,60.3877,-60.3877,Transit,2007
HAT-P-20 b,9.718,0.37,-0.37,2302.899,59.432,-59.432,Transit,2010
WASP-35 b,14.5717,0.78463,-0.78463,225.6593,31.783,-31.783,Transit,2011
KMT-2021-BLG-2010L b,13.8,NA,NA,340.07639549,365.50266805,-216.12331676,Microlensing,2023
Kepler-409 b,1.199,0.043,-0.043,6,NA,NA,Transit,2014
Kepler-20 f,0.952,0.047,-0.087,1.4,NA,NA,Transit,2011
KMT-2019-BLG-1216L b,5.98,NA,NA,29.87587026,15.89142035,-15.89142035,Microlensing,2023
HD 74698 b,5.12,NA,NA,23,3,-3,Radial Velocity,2023
HD 112300 b,12.2,NA,NA,5031.22368281,740.54018831,-870.84983518,Radial Velocity,2023
HD 36384 b,12.7,NA,NA,2097.6674862,158.9142035,-158.9142035,Radial Velocity,2023
OGLE-2019-BLG-0249L b,12.7,NA,NA,2262.93825784,467.20775829,-467.20775829,Microlensing,2023
HD 74698 c,14,NA,NA,126,19,-19,Radial Velocity,2023
HD 6860 b,11.9,NA,NA,8981.83078182,651.54823435,-689.68764319,Radial Velocity,2023
Kepler-1655 b,2.213,0.082,-0.082,5.4,1.7,-1.7,Transit,2018
HAT-P-3 b,10.53646,0.78463,-0.78463,206.5895,34.9613,-34.9613,Transit,2007
HD 108236 b,1.615,0.051,-0.051,3.24,NA,NA,Transit,2020
VHS J125601.92-125723.9 b,13.67495645,NA,NA,5085.254512,317.828407,-317.828407,Imaging,2015
Kepler-323 b,1.381,0.035,-0.035,3.9,NA,NA,Transit,2014
Kepler-22 b,2.1,0.12,-0.12,9.1,NA,NA,Transit,2011
Kepler-454 b,2.37,0.13,-0.13,5.4,1.4,-1.4,Transit,2015
Kepler-109 b,2.49,0.11,-0.11,4.9,NA,NA,Transit,2014
Kepler-20 c,2.894,0.036,-0.033,11.1,2.1,-2.1,Transit,2011
K2-36 c,3.2,0.3,-0.3,7.9,2.8,-2.8,Transit,2016
K2-36 b,1.43,0.08,-0.08,4.3,1.4,-1.4,Transit,2016
Kepler-21 b,1.639,0.019,-0.015,7.5,1.3,-1.3,Transit,2012
HATS-3 b,15.48,0.392,-0.392,340.382,43.223,-43.223,Transit,2013
K2-417 b,3.31,0.14,-0.12,699.2224954,NA,NA,Transit,2023
K2-18 c,2.65,NA,NA,7.51,1.33,-1.33,Radial Velocity,2017
Kepler-491 b,8.92,0.8,-0.51,59,NA,NA,Transit,2016
HATS-36 b,12.92,0.38,-0.38,1022.14128,19.70546,-19.70546,Transit,2018
K2-216 b,1.75,0.17,-0.1,8,1.6,-1.6,Transit,2018
HIP 81208 C b,12.3,NA,NA,4703.8604236,127.1313628,-127.1313628,Imaging,2023
gam Lib c,12.8,NA,NA,1662.56039702,38.13940884,-46.72077583,Radial Velocity,2018
Kepler-289 d,3.03,0.08,-0.08,5.33,0.43,-0.42,Transit,2014
KELT-8 b,18.15858,1.1209,-1.1209,209.7678,38.1396,-38.1396,Transit,2015
WASP-174 b,16.10730527,0.56044903,-0.56044903,104.88337431,28.92238504,-28.92238504,Transit,2018
Kepler-139 e,13.7,NA,NA,378,48,-39,Radial Velocity,2023
HD 134606 b,2.97,NA,NA,9.09,0.64,-0.63,Radial Velocity,2024
HIP 66074 b,12.9,NA,NA,1589.142035,635.656814,-635.656814,Astrometry,2023
HD 134606 c,3.37,NA,NA,11.31,1,-0.99,Radial Velocity,2024
HD 134606 d,7.59,NA,NA,44.8,2.9,-2.9,Radial Velocity,2024
KMT-2021-BLG-1150L b,13.9,NA,NA,279.68899816,120.77479466,-114.41822652,Microlensing,2023
Luhman 16 b,11.9,NA,NA,9344.1551658,63.5656814,-63.5656814,Imaging,2017
HD 99492 c,4.42,NA,NA,17.9,1.3,-1.3,Radial Velocity,2023
Kepler-1513 c,11,NA,NA,84.54235626,31.14718389,-20.02318964,Transit Timing Variations,2023
HD 134606 e,1.33,NA,NA,2.34,0.35,-0.34,Radial Velocity,2024
Kepler-849 b,8.08167508,0.30264248,-0.32506044,298.75870258,63.5656814,-63.5656814,Transit,2016
18 Del b,12.5,NA,NA,2926.24614325,50.85254512,-24.47278734,Radial Velocity,2008
6 Lyn b,13.4,NA,NA,597.83523357,12.07747947,-28.28672822,Radial Velocity,2008
GJ 724 b,3.27,NA,NA,10.75,0.96,-0.87,Radial Velocity,2023
KMT-2018-BLG-0885L b,11.9,NA,NA,9217.023803,12395.307873,-6038.739733,Microlensing,2023
81 Cet b,13.1,NA,NA,1051.05854195,24.79061575,-21.29450327,Radial Velocity,2008
HD 104985 b,12.8,NA,NA,1766.80811451,34.96112477,-38.77506565,Radial Velocity,2003
GJ 3988 b,1.74,NA,NA,3.69,0.42,-0.41,Radial Velocity,2023
KMT-2019-BLG-0335L b,12.1,NA,NA,6674.396547,7310.053361,-4131.769291,Microlensing,2023
HD 145457 b,13.2,NA,NA,888.01256916,41.95334972,-37.18592362,Radial Velocity,2010
HD 167042 b,13.6,NA,NA,444.00628458,9.85268062,-13.98444991,Radial Velocity,2007
WASP-74 b,15.24424,1.1209,-1.1209,228.8376,38.1396,-38.1396,Transit,2015
CI Tau c,13,NA,NA,1144.1822652,95.3485221,-95.3485221,Radial Velocity,2024
Kepler-257 b,2.61,1.31,-1.31,7.32,NA,NA,Transit,2014
HD 81688 b,13.5,NA,NA,525.68818518,17.16273398,-17.48056238,Radial Velocity,2007
WASP-82 b,18.15858,1.45717,-1.45717,371.8611,63.566,-63.566,Transit,2015
KMT-2022-BLG-0371L b,10.9,NA,NA,82.63538582,41.31769291,-34.96112477,Microlensing,2023
kap CrB b,13.4,NA,NA,591.1638,NA,NA,Radial Velocity,2007
GJ 9404 b,3.48,NA,NA,11.9,1.9,-1.9,Radial Velocity,2023
HD 100777 b,13.7,NA,NA,390.92894061,15.89142035,-15.89142035,Radial Velocity,2007
HD 180314 b,12,NA,NA,7216.92963775,80.09275856,-81.04624379,Radial Velocity,2010
nu Oph b,12,NA,NA,7057.73298,NA,NA,Radial Velocity,2012
TOI-1249 b,3.2710301,0.30687428,-0.18737301,11.9,5.2,-5.1,Transit,2024
NGC 2682 Sand 1429 b,13.4,NA,NA,572.0911326,63.5656814,-63.5656814,Radial Velocity,2024
nu Oph c,12,NA,NA,7838.32346,NA,NA,Radial Velocity,2012
HD 5608 b,13.7,NA,NA,371.22357938,19.70536123,-18.1162192,Radial Velocity,2012
75 Cet b,13.3,NA,NA,787.89662095,23.51930212,-28.60455663,Radial Velocity,2012
HD 28254 b,13,NA,NA,1207.7479466,953.485221,-699.2224954,Radial Velocity,2010
omi UMa b,13,NA,NA,1160.39151396,55.93779963,-94.71286529,Radial Velocity,2012
TOI-6330 b,10.89,0.37,-0.35,3179,100,-100,Transit,2025
Teegarden's Star b,1.05,NA,NA,1.16,0.12,-0.11,Radial Velocity,2019
LP 791-18 b,1.212,0.059,-0.058,1.94,NA,NA,Transit,2019
Teegarden's Star c,1.02,NA,NA,1.05,0.14,-0.13,Radial Velocity,2019
ome Ser b,14,NA,NA,233.92170755,19.06970442,-33.68981114,Radial Velocity,2013
HD 112570 b,13.1,NA,NA,1086.97315194,444.9597698,-266.97586188,Radial Velocity,2023
Teegarden's Star d,0.954,NA,NA,0.82,0.17,-0.17,Radial Velocity,2024
HD 73256 c,12.2,NA,NA,5085.254512,317.828407,-317.828407,Radial Velocity,2023
HD 14067 b,12.2,NA,NA,4862.7746271,1970.5361234,-1430.2278315,Radial Velocity,2014
HD 120084 b,12.7,NA,NA,2034.1018048,921.7023803,-603.8739733,Radial Velocity,2013
gam Lib b,13.7,NA,NA,357.87478628,32.10066911,-34.32546796,Radial Velocity,2018
HD 154391 b,12.5,NA,NA,2892.2385037,889.9195396,-603.8739733,Radial Velocity,2023
TOI-969 c,12.4,NA,NA,3591.4609991,349.6112477,-286.0455663,Radial Velocity,2022
Kepler-23 c,3.005,0.074,-0.074,7.81,1.32,-1.2,Transit,2011
WASP-163 b,13.473218,1.087273,-1.087273,594.3421,66.7443,-66.7443,Transit,2018
WASP-150 b,11.99363,0.269016,-0.280225,2688.8418,88.9924,-63.566,Transit,2020
TOI-907.01,9.6158851,0.6116279,-0.6116279,67,NA,NA,Transit,2024
Kepler-57 c,2.196,0.067,-0.065,6.86,1.52,-1.43,Transit,2012
Kepler-305 d,2.76,0.12,-0.12,6.2,1.76,-1.34,Transit,2014
TOI-2084 b,2.47,0.13,-0.13,6.66,NA,NA,Transit,2023
Kepler-28 b,1.959,0.043,-0.042,1.63,0.51,-0.4,Transit,2011
TOI-2525 c,10.13291855,0.11208981,-0.11208981,208.8132634,9.85268062,-10.17050902,Transit,2023
TOI-3321 b,15.55806521,0.78462865,-0.71737476,176.07693748,24.15495893,-23.83713052,Transit,2024
TIC 46432937 b,13.31626907,0.33626942,-0.33626942,1017.0509024,34.96112477,-34.96112477,Transit,2024
TOI-1136 b,1.9,0.21,-0.15,3.5,0.8,-0.7,Transit,2022
Kepler-28 c,1.857,0.042,-0.042,2.06,0.7,-0.52,Transit,2011
HD 332231 b,9.07303305,0.18720815,-0.17534239,74.1,5.6,-5.4,Transit,2020
TOI-1807 b,1.49681583,0.08089145,-0.06779467,2.44,0.6,-0.57,Transit,2021
NGTS-26 b,14.88552637,0.66132986,-0.53803107,92.80589484,20.65884645,-19.06970442,Transit,2024
TOI-1630.01,2.417,0.228,-0.162,6.42,NA,NA,Transit,2024
TOI-1659.01,2.255,0.254,-0.157,5.71,NA,NA,Transit,2024
TOI-2095 c,1.33,0.08,-0.08,7.4,NA,NA,Transit,2023
TOI-5789 c,2.86,0.18,-0.15,5,0.5,-0.5,Transit,NA
TOI-5789 b,1.26,NA,NA,2.12,0.28,-0.28,Radial Velocity,2026
2MASS J11550485-7919108 b,12.1,NA,NA,6356.56814,317.828407,-317.828407,Imaging,2024
TOI-6016 b,13.67495645,0.33626942,-0.33626942,371.85923619,28.60455663,-28.60455663,Transit,2024
HAT-P-52 b,11.309881,0.807048,-0.807048,259.98494,9.21707,-9.21707,Transit,2015
G 196-3 b,12,NA,NA,8263.538582,317.828407,-317.828407,Imaging,2024
TIC 365102760 b,6.21,0.76,-0.76,19.2,4.2,-4.2,Transit,2024
OGLE-2023-BLG-0836L b,12.9,NA,NA,1385.73185452,746.89675645,-692.86592726,Microlensing,2024
WD 1856+534 b,10.4,1,-1,4386.054,NA,NA,Transit,2020
HAT-P-60 b,18.28184752,0.26901554,-0.26901554,182.43350562,12.07747947,-12.07747947,Transit,2021
HD 48265 c,12.9,NA,NA,1414.33641115,238.37130525,-117.59651059,Radial Velocity,2026
TOI-1294 b,10.12369881,0.23643767,-0.22090361,63.9,4.7,-4.5,Transit,2024
TOI-1669 c,2.2963977,0.10169388,-0.09022874,13,NA,NA,Transit,2024
TOI-1811 b,11.14172682,0.28022452,-0.25780656,308.9292116,24.15495893,-24.79061575,Transit,2023
TOI-1823 b,7.5406241,0.33185186,-0.25202617,67.4,8.1,-8.3,Transit,2024
TIC 139270665 c,12.9,NA,NA,1554.18091023,209.76674862,-117.59651059,Radial Velocity,2024
TIC 139270665 b,7.22979255,0.26901554,-0.24659758,147.15455244,14.62010672,-14.62010672,Transit,2024
Kepler-43 b,13.663771,0.728585,-0.717376,1026.5909,82.6358,-82.6358,Transit,2011
TOI-3364 b,12.22899794,0.42594127,-0.35868738,530.77343969,38.13940884,-41.31769291,Transit,2023
TOI-6029 b,14.39233122,1.09848011,-1.09848011,519.64944544,10.17050902,-10.17050902,Transit,2024
HAT-P-69 b,18.786284,0.571659,-0.369897,1137.8314,184.3414,-184.3414,Transit,2019
TOI-1266 c,1.98,0.1,-0.1,3.17,0.76,-0.76,Transit,2020
HD 48948 c,2.6,NA,NA,7.27,0.7,-0.7,Radial Velocity,2024
TOI-1346 b,2.39,0.16,-0.16,6.3,NA,NA,Transit,2025
KMT-2023-BLG-0416L b,3.67,NA,NA,13.03096469,6.35656814,-6.67439655,Microlensing,2024
GJ 900 b,12.4,NA,NA,3496.112477,NA,NA,Imaging,2024
TOI-2580 b,17.37392009,0.56044903,-0.56044903,200.23189641,25.42627256,-25.42627256,Transit,2024
TOI-3464 b,13.7646283,0.6389119,-0.59407598,397.28550875,85.81366989,-82.63538582,Transit,2025
HD 76920 b,13.1,NA,NA,994.80291391,130.30964687,-136.66621501,Radial Velocity,2017
KMT-2023-BLG-1454L b,14.1,NA,NA,200.23189641,225.65816897,-108.06165838,Microlensing,2024
Kepler-448 c,12,NA,NA,6992.26,2224.81,-1589.15,Transit Timing Variations,2017
TOI-849 b,3.64,0.38,-0.38,41.8,2.5,-2.4,Transit,2020
HIP 39017 b,12,NA,NA,7500.7504052,2892.2385037,-2351.9302118,Imaging,2024
HIP 54515 b,12.2,NA,NA,5625.5628039,2415.4958932,-1557.3591943,Imaging,2026
HD 72659 c,12.1,NA,NA,6165.8710958,254.2627256,-158.9142035,Radial Velocity,2022
TOI-1410.01,3.10083009,0.22026793,-0.1612362,12.5,1.1,-1,Transit,2024
Kepler-24 c,2.514,0.098,-0.098,9.99,2.01,-1.66,Transit,2011
TOI-1846 b,1.792,0.065,-0.068,3.87,NA,NA,Transit,2025
TOI-2345 c,2.451,0.045,-0.046,7.27,2.27,-2.45,Transit,2025
TOI-3523 A b,15.9727975,0.41473229,-0.39231432,435.42491759,38.13940884,-34.96112477,Transit,2025
Kepler-24 b,2.348,0.092,-0.091,11.14,2.25,-1.93,Transit,2011
TOI-6041 b,4.55,0.18,-0.17,28.9,NA,NA,Transit,2025
MOA-2022-BLG-563L b,14,NA,NA,127.1313628,98.52680617,-79.45710175,Microlensing,2024
2MASS J0249-0557 c,12.4,NA,NA,3686.8095212,413.1769291,-317.828407,Imaging,2018
KMT-2016-BLG-2321L b,13.8,NA,NA,301.93698665,130.30964687,-130.30964687,Microlensing,2024
K2-203 b,1.26549392,0.10200172,-0.07958376,2.14,NA,NA,Transit,2018
TOI-1742 b,2.36507598,0.05691119,-0.051074,9.7,1.9,-1.9,Transit,2024
Gaia22dkvL b,14.1,NA,NA,187.83658854,48.30991786,-16.52707716,Microlensing,2024
TOI-2134 b,2.69,0.16,-0.16,9.13,0.78,-0.76,Transit,2023
TOI-2120 b,2.122,0.065,-0.065,6.8,NA,NA,Transit,2024
K2-208 b,1.67462172,0.12329879,-0.09191364,3.45,NA,NA,Transit,2018
K2-225 b,3.60929179,0.28022452,-0.22417961,12.7,NA,NA,Transit,2018
TOI-6054.01,2.64,0.15,-0.15,12.5,1.7,-1.6,Transit,2024
WASP-168 b,16.8135,5.6045,-3.3627,133.4886,12.7132,-12.7132,Transit,2018
WASP-126 c,9.38,NA,NA,64.2,24.6,-24.6,Transit Timing Variations,2019
TOI-220 b,3.03,0.15,-0.15,13.8,1,-1,Transit,2021
NGTS-12 b,11.747032,0.358688,-0.358688,66.10864,6.99226,-6.99226,Transit,2020
K2-7 b,4.03523305,0.30264248,-0.25780656,15.3,NA,NA,Transit,2015
K2-226 b,1.53899305,0.10312262,-0.08630915,2.98,NA,NA,Transit,2018
eps Ind A b,12.7,NA,NA,2005.49724817,190.6970442,-177.98390792,Radial Velocity,2019
TOI-2382 b,12.25141591,0.85188253,-0.57165802,235.19302118,79.45710175,-79.45710175,Transit,2025
NGTS-31 b,18.04645893,1.79343691,-1.79343691,355.96781584,38.13940884,-38.13940884,Transit,2025
